property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,floor_category,price
1.0,26.0,4.0,4.0,2.0,2.0,3618.0,1.0,0.0,2.0,1.0,10.5
0.0,11.0,4.0,5.0,3.0,3.0,3034.0,1.0,0.0,0.0,2.0,3.3
0.0,106.0,2.0,2.0,3.0,3.0,1149.0,0.0,0.0,0.0,2.0,0.73
0.0,106.0,2.0,2.0,3.0,3.0,978.0,0.0,0.0,0.0,2.0,0.73
0.0,81.0,3.0,3.0,2.0,3.0,1215.0,0.0,0.0,0.0,2.0,1.3
1.0,73.0,2.0,3.0,4.0,1.0,1319.0,0.0,0.0,0.0,2.0,0.92
0.0,11.0,4.0,5.0,3.0,3.0,3080.0,1.0,1.0,0.0,2.0,3.4
1.0,71.0,4.0,2.0,2.0,2.0,1575.0,0.0,0.0,0.0,1.0,1.75
0.0,8.0,4.0,5.0,4.0,3.0,2853.0,1.0,0.0,0.0,2.0,2.95
0.0,93.0,3.0,3.0,3.0,4.0,1423.0,0.0,0.0,0.0,2.0,1.33
0.0,55.0,3.0,2.0,3.0,3.0,2250.0,0.0,0.0,2.0,2.0,2.11
0.0,3.0,4.0,4.0,4.0,3.0,2853.0,1.0,0.0,0.0,2.0,2.65
0.0,97.0,3.0,2.0,2.0,1.0,1176.0,0.0,0.0,0.0,0.0,0.79
0.0,75.0,4.0,4.0,4.0,1.0,3000.0,1.0,0.0,2.0,0.0,5.25
0.0,70.0,4.0,5.0,4.0,3.0,2200.0,1.0,0.0,0.0,2.0,1.8
1.0,94.0,3.0,2.0,1.0,2.0,822.0,0.0,0.0,0.0,1.0,0.5
0.0,70.0,4.0,4.0,2.0,3.0,1821.0,0.0,0.0,0.0,1.0,1.7
0.0,100.0,2.0,3.0,3.0,3.0,1611.0,1.0,0.0,0.0,2.0,0.95
0.0,15.0,3.0,4.0,2.0,2.0,2000.0,1.0,0.0,2.0,1.0,1.15
0.0,61.0,3.0,3.0,2.0,4.0,1721.0,0.0,0.0,0.0,2.0,2.25
1.0,49.0,3.0,2.0,0.0,0.0,2160.0,0.0,0.0,0.0,1.0,7.0
0.0,35.0,3.0,3.0,4.0,3.0,1846.0,1.0,0.0,0.0,1.0,1.43
0.0,3.0,4.0,5.0,4.0,3.0,3000.0,1.0,1.0,0.0,1.0,1.35
1.0,15.0,5.0,5.0,2.0,2.0,1350.0,0.0,0.0,0.0,2.0,2.0
0.0,87.0,3.0,3.0,2.0,3.0,1972.0,0.0,0.0,2.0,1.0,1.42
0.0,95.0,4.0,5.0,2.0,3.0,2135.0,1.0,0.0,0.0,2.0,1.3
0.0,3.0,2.0,2.0,2.0,3.0,1404.0,0.0,0.0,0.0,2.0,1.32
0.0,6.0,3.0,4.0,4.0,3.0,2139.0,1.0,0.0,0.0,2.0,1.4
1.0,42.0,5.0,4.0,4.0,0.0,1836.0,1.0,0.0,2.0,2.0,6.5
0.0,14.0,2.0,2.0,3.0,3.0,1425.0,0.0,0.0,0.0,2.0,1.75
1.0,46.0,4.0,4.0,4.0,0.0,2700.0,1.0,0.0,0.0,1.0,6.0
0.0,87.0,2.0,2.0,3.0,3.0,1300.0,0.0,0.0,2.0,2.0,0.98
0.0,106.0,3.0,2.0,4.0,4.0,979.0,0.0,0.0,0.0,2.0,0.79
0.0,87.0,3.0,3.0,4.0,3.0,1676.0,1.0,1.0,2.0,2.0,1.6
0.0,30.0,3.0,2.0,2.0,2.0,1300.0,0.0,0.0,1.0,1.0,1.45
0.0,74.0,2.0,2.0,1.0,3.0,600.0,0.0,0.0,2.0,2.0,0.55
0.0,106.0,2.0,2.0,2.0,3.0,528.0,0.0,0.0,0.0,0.0,0.35
0.0,62.0,4.0,6.0,3.0,3.0,3876.0,1.0,0.0,0.0,0.0,8.35
0.0,5.0,4.0,6.0,4.0,3.0,1535.0,1.0,0.0,0.0,0.0,1.5
0.0,95.0,4.0,4.0,4.0,0.0,2141.0,1.0,0.0,2.0,0.0,1.65
0.0,79.0,3.0,4.0,4.0,3.0,1834.0,1.0,0.0,2.0,2.0,1.09
0.0,84.0,3.0,3.0,4.0,3.0,1931.0,1.0,0.0,1.0,0.0,2.25
0.0,23.0,3.0,3.0,3.0,3.0,1860.0,0.0,0.0,1.0,2.0,2.55
0.0,32.0,3.0,3.0,2.0,4.0,1620.0,0.0,0.0,0.0,2.0,2.1
0.0,12.0,3.0,4.0,2.0,3.0,2087.0,1.0,0.0,2.0,2.0,2.65
0.0,7.0,2.0,2.0,2.0,3.0,1236.0,0.0,0.0,2.0,2.0,0.65
1.0,8.0,5.0,5.0,4.0,3.0,6228.0,1.0,1.0,0.0,1.0,6.0
0.0,81.0,3.0,3.0,3.0,3.0,2167.0,0.0,0.0,2.0,1.0,1.1
1.0,66.0,5.0,6.0,4.0,3.0,4500.0,1.0,1.0,1.0,2.0,18.0
0.0,3.0,3.0,4.0,4.0,3.0,2018.0,1.0,0.0,2.0,2.0,1.16
0.0,88.0,3.0,4.0,3.0,3.0,1704.0,1.0,0.0,0.0,0.0,1.52
0.0,3.0,2.0,3.0,3.0,3.0,1540.0,1.0,0.0,0.0,0.0,1.58
0.0,95.0,4.0,4.0,4.0,0.0,2200.0,1.0,0.0,2.0,0.0,1.54
0.0,89.0,2.0,2.0,2.0,3.0,1190.0,1.0,1.0,0.0,2.0,1.2
0.0,74.0,3.0,4.0,2.0,3.0,1579.0,1.0,0.0,1.0,0.0,1.25
1.0,8.0,4.0,4.0,4.0,3.0,2430.0,1.0,1.0,0.0,1.0,6.0
1.0,8.0,4.0,5.0,4.0,1.0,3600.0,1.0,0.0,2.0,1.0,10.0
0.0,53.0,3.0,3.0,4.0,0.0,2100.0,1.0,0.0,2.0,2.0,1.75
0.0,6.0,2.0,2.0,2.0,3.0,543.0,0.0,0.0,0.0,2.0,0.28
0.0,61.0,3.0,3.0,3.0,4.0,1721.0,0.0,0.0,0.0,1.0,2.17
1.0,59.0,2.0,4.0,1.0,0.0,713.0,0.0,0.0,0.0,2.0,0.75
0.0,90.0,3.0,3.0,1.0,3.0,1748.0,0.0,0.0,1.0,2.0,2.2
1.0,26.0,4.0,3.0,3.0,0.0,1800.0,0.0,0.0,0.0,2.0,6.5
0.0,46.0,3.0,3.0,4.0,0.0,1576.0,1.0,0.0,2.0,2.0,1.76
0.0,95.0,3.0,3.0,4.0,3.0,1929.0,1.0,0.0,0.0,2.0,1.21
0.0,89.0,2.0,2.0,4.0,3.0,1381.0,0.0,1.0,0.0,1.0,1.2
1.0,39.0,2.0,2.0,2.0,1.0,450.0,1.0,0.0,0.0,1.0,0.5
0.0,14.0,2.0,2.0,2.0,1.0,1156.0,0.0,0.0,0.0,0.0,1.5
0.0,95.0,3.0,3.0,4.0,3.0,1700.0,1.0,0.0,0.0,0.0,1.25
1.0,105.0,3.0,1.0,0.0,0.0,1337.4,0.0,0.0,0.0,2.0,2.0
0.0,86.0,5.0,5.0,4.0,3.0,2896.0,0.0,0.0,1.0,0.0,3.5
0.0,79.0,3.0,3.0,3.0,3.0,1600.0,0.0,0.0,0.0,2.0,1.05
1.0,85.0,3.0,3.0,2.0,1.0,1700.0,0.0,0.0,0.0,2.0,1.4
0.0,106.0,2.0,2.0,2.0,3.0,913.0,0.0,0.0,0.0,1.0,0.53
0.0,62.0,3.0,3.0,3.0,4.0,1600.0,0.0,0.0,0.0,2.0,4.25
0.0,6.0,2.0,2.0,4.0,3.0,1237.0,0.0,0.0,2.0,2.0,0.8
0.0,70.0,3.0,3.0,2.0,3.0,1429.0,0.0,0.0,2.0,0.0,1.28
0.0,47.0,3.0,4.0,4.0,0.0,2252.0,1.0,0.0,2.0,1.0,2.64
0.0,46.0,4.0,5.0,4.0,1.0,3444.0,1.0,0.0,0.0,2.0,4.3
0.0,73.0,3.0,3.0,4.0,1.0,1900.0,1.0,0.0,0.0,2.0,1.66
0.0,95.0,4.0,4.0,4.0,3.0,2141.0,1.0,0.0,0.0,1.0,1.55
0.0,105.0,3.0,3.0,3.0,0.0,1526.0,0.0,0.0,0.0,1.0,0.68
0.0,97.0,3.0,3.0,3.0,3.0,1739.0,0.0,0.0,0.0,2.0,1.5
0.0,2.0,3.0,4.0,4.0,1.0,1735.0,1.0,0.0,0.0,2.0,1.12
0.0,90.0,4.0,6.0,2.0,1.0,2524.0,1.0,0.0,0.0,0.0,1.3
0.0,53.0,3.0,3.0,3.0,0.0,1900.0,1.0,0.0,2.0,2.0,1.55
0.0,79.0,3.0,3.0,3.0,3.0,1735.0,0.0,0.0,0.0,2.0,1.4
0.0,35.0,3.0,3.0,3.0,3.0,1350.0,0.0,0.0,0.0,2.0,1.25
1.0,17.0,5.0,5.0,0.0,0.0,2500.0,0.0,0.0,0.0,2.0,6.5
0.0,29.0,2.0,2.0,0.0,3.0,1056.0,0.0,0.0,0.0,2.0,1.35
0.0,106.0,2.0,2.0,2.0,4.0,833.0,0.0,0.0,0.0,2.0,0.54
1.0,82.0,1.0,1.0,1.0,0.0,556.0,0.0,0.0,0.0,2.0,0.45
1.0,49.0,3.0,3.0,2.0,2.0,3231.0,1.0,0.0,2.0,1.0,8.45
0.0,81.0,2.0,2.0,4.0,1.0,1224.0,0.0,0.0,2.0,2.0,1.1
0.0,72.0,3.0,3.0,3.0,1.0,1766.0,1.0,1.0,0.0,2.0,1.9
1.0,32.0,5.0,6.0,4.0,3.0,4680.0,1.0,0.0,0.0,2.0,11.5
0.0,87.0,3.0,3.0,2.0,3.0,1793.0,1.0,0.0,0.0,1.0,1.25
0.0,84.0,2.0,2.0,2.0,4.0,607.0,0.0,0.0,0.0,2.0,0.8
0.0,106.0,2.0,2.0,1.0,3.0,743.0,0.0,0.0,0.0,2.0,0.29
0.0,86.0,3.0,3.0,4.0,3.0,1669.0,0.0,0.0,1.0,2.0,1.59
0.0,90.0,2.0,2.0,1.0,1.0,1232.0,0.0,0.0,0.0,2.0,0.78
0.0,3.0,3.0,4.0,4.0,3.0,2074.0,1.0,0.0,0.0,0.0,1.75
0.0,14.0,3.0,3.0,4.0,3.0,1890.0,0.0,0.0,0.0,2.0,2.45
1.0,25.0,4.0,4.0,3.0,4.0,2844.0,1.0,1.0,2.0,2.0,3.51
1.0,39.0,2.0,2.0,1.0,0.0,67.0,0.0,0.0,0.0,1.0,0.58
0.0,97.0,4.0,4.0,2.0,3.0,2322.0,1.0,0.0,0.0,0.0,1.12
0.0,65.0,4.0,4.0,3.0,3.0,1975.0,1.0,0.0,2.0,2.0,2.75
0.0,85.0,3.0,3.0,3.0,0.0,1234.0,0.0,0.0,2.0,2.0,0.86
0.0,106.0,1.0,1.0,1.0,3.0,386.0,0.0,0.0,0.0,1.0,0.25
0.0,10.0,2.0,2.0,0.0,3.0,761.0,0.0,0.0,0.0,0.0,0.33
0.0,93.0,3.0,3.0,2.0,1.0,1423.0,0.0,0.0,0.0,1.0,1.2
0.0,7.0,2.0,2.0,2.0,3.0,1251.0,0.0,0.0,0.0,2.0,1.9
0.0,53.0,4.0,6.0,4.0,0.0,2717.0,1.0,1.0,2.0,0.0,7.0
0.0,87.0,1.0,1.0,1.0,3.0,520.0,0.0,0.0,1.0,2.0,0.4
1.0,11.0,2.0,2.0,2.0,0.0,270.0,0.0,0.0,0.0,2.0,0.34
0.0,93.0,3.0,3.0,4.0,1.0,1947.0,1.0,0.0,0.0,0.0,1.85
0.0,99.0,1.0,1.0,1.0,1.0,407.0,0.0,0.0,0.0,2.0,0.26
0.0,14.0,2.0,2.0,0.0,1.0,1310.0,0.0,0.0,0.0,2.0,1.83
0.0,71.0,2.0,2.0,1.0,3.0,1000.0,0.0,0.0,0.0,2.0,0.54
0.0,105.0,3.0,3.0,4.0,0.0,1900.0,1.0,0.0,0.0,2.0,0.9
0.0,81.0,2.0,2.0,3.0,1.0,93.0,0.0,0.0,0.0,2.0,1.47
0.0,88.0,2.0,2.0,1.0,3.0,531.0,0.0,1.0,1.0,2.0,0.36
1.0,27.0,5.0,5.0,2.0,3.0,1783.0,1.0,0.0,0.0,2.0,7.0
0.0,69.0,2.0,2.0,3.0,4.0,1128.0,0.0,0.0,0.0,2.0,0.92
0.0,1.0,3.0,4.0,3.0,3.0,1606.0,1.0,0.0,0.0,0.0,1.9
0.0,65.0,3.0,3.0,3.0,3.0,1525.0,1.0,0.0,2.0,1.0,2.36
0.0,6.0,2.0,2.0,4.0,3.0,1237.0,0.0,0.0,0.0,2.0,0.88
0.0,3.0,3.0,4.0,4.0,3.0,2074.0,1.0,0.0,0.0,2.0,2.0
1.0,66.0,4.0,4.0,4.0,3.0,3240.0,1.0,1.0,2.0,2.0,12.0
1.0,15.0,4.0,4.0,1.0,0.0,1700.0,0.0,0.0,0.0,1.0,0.7
0.0,3.0,3.0,3.0,4.0,3.0,2219.0,1.0,0.0,2.0,0.0,2.49
0.0,8.0,3.0,2.0,3.0,0.0,1703.0,0.0,0.0,0.0,0.0,1.3
0.0,2.0,3.0,3.0,4.0,3.0,1672.0,0.0,0.0,0.0,2.0,1.33
0.0,89.0,3.0,3.0,3.0,4.0,2129.0,1.0,0.0,0.0,0.0,2.6
0.0,74.0,3.0,3.0,3.0,3.0,1467.0,0.0,0.0,2.0,2.0,1.2
1.0,17.0,3.0,3.0,3.0,2.0,2250.0,0.0,0.0,0.0,1.0,3.4
0.0,88.0,2.0,2.0,1.0,3.0,533.0,0.0,1.0,0.0,2.0,0.34
0.0,90.0,3.0,3.0,1.0,3.0,1900.0,0.0,0.0,2.0,0.0,1.55
0.0,13.0,3.0,5.0,2.0,3.0,3000.0,1.0,0.0,0.0,0.0,4.25
0.0,72.0,3.0,4.0,4.0,1.0,1925.0,1.0,0.0,0.0,0.0,1.65
1.0,16.0,10.0,5.0,4.0,2.0,8100.0,0.0,0.0,0.0,2.0,9.0
0.0,87.0,3.0,3.0,2.0,0.0,1700.0,1.0,0.0,0.0,0.0,1.25
0.0,35.0,3.0,5.0,4.0,3.0,1400.0,1.0,0.0,0.0,2.0,0.99
0.0,98.0,2.0,2.0,0.0,3.0,597.0,0.0,0.0,0.0,2.0,0.85
0.0,95.0,2.0,2.0,2.0,2.0,1178.0,0.0,0.0,0.0,0.0,0.65
0.0,106.0,2.0,2.0,2.0,3.0,1145.0,0.0,0.0,0.0,2.0,0.78
0.0,52.0,3.0,4.0,4.0,0.0,2219.0,1.0,0.0,2.0,2.0,6.0
0.0,72.0,3.0,5.0,3.0,1.0,1528.0,1.0,0.0,0.0,2.0,1.75
1.0,42.0,3.0,3.0,4.0,1.0,2700.0,0.0,0.0,2.0,2.0,13.0
0.0,106.0,2.0,2.0,2.0,0.0,522.0,0.0,0.0,0.0,1.0,0.26
0.0,7.0,4.0,5.0,4.0,3.0,2204.25,1.0,0.0,1.0,1.0,3.0
0.0,77.0,2.0,2.0,4.0,3.0,1582.0,0.0,0.0,0.0,0.0,1.78
0.0,88.0,2.0,2.0,1.0,3.0,1150.0,0.0,0.0,0.0,2.0,1.2
0.0,86.0,3.0,3.0,4.0,3.0,1895.0,1.0,0.0,1.0,0.0,2.2
1.0,66.0,5.0,5.0,4.0,1.0,3240.0,1.0,1.0,2.0,2.0,12.0
1.0,27.0,4.0,4.0,4.0,2.0,2700.0,1.0,1.0,0.0,1.0,8.9
0.0,1.0,3.0,4.0,4.0,3.0,1749.0,1.0,0.0,2.0,0.0,1.75
0.0,69.0,2.0,2.0,3.0,3.0,983.0,0.0,0.0,1.0,1.0,1.2
0.0,65.0,2.0,2.0,3.0,1.0,1456.0,0.0,0.0,0.0,0.0,1.8
0.0,64.0,2.0,2.0,2.0,4.0,979.0,0.0,0.0,0.0,1.0,1.65
0.0,6.0,2.0,2.0,1.0,3.0,496.0,0.0,0.0,0.0,2.0,0.37
0.0,87.0,2.0,2.0,2.0,3.0,1150.0,0.0,0.0,2.0,0.0,0.75
0.0,64.0,3.0,2.0,2.0,4.0,630.0,0.0,0.0,0.0,1.0,0.42
0.0,1.0,3.0,3.0,3.0,4.0,1655.0,0.0,0.0,0.0,0.0,2.5
0.0,97.0,3.0,3.0,3.0,3.0,1415.0,0.0,0.0,2.0,1.0,0.75
0.0,3.0,3.0,3.0,3.0,4.0,1530.0,0.0,0.0,0.0,1.0,1.75
0.0,81.0,3.0,4.0,4.0,3.0,1696.0,1.0,0.0,2.0,2.0,1.72
0.0,93.0,3.0,3.0,2.0,1.0,1423.0,0.0,0.0,0.0,2.0,1.2
0.0,72.0,3.0,3.0,2.0,3.0,2167.0,0.0,0.0,0.0,2.0,1.65
0.0,1.0,3.0,3.0,3.0,3.0,1315.0,1.0,0.0,0.0,2.0,1.45
1.0,66.0,5.0,6.0,4.0,3.0,6667.0,1.0,1.0,2.0,2.0,19.0
0.0,95.0,3.0,3.0,3.0,0.0,1543.0,1.0,0.0,0.0,0.0,1.25
0.0,8.0,3.0,3.0,3.0,3.0,1550.0,0.0,0.0,0.0,0.0,1.7
0.0,84.0,3.0,4.0,4.0,3.0,2090.0,1.0,0.0,1.0,0.0,2.25
0.0,13.0,2.0,2.0,3.0,3.0,1939.03,0.0,0.0,2.0,2.0,2.5
0.0,1.0,2.0,2.0,2.0,1.0,748.0,0.0,0.0,0.0,0.0,0.97
1.0,48.0,2.0,2.0,1.0,2.0,900.0,0.0,0.0,0.0,1.0,0.8
0.0,60.0,2.0,2.0,2.0,3.0,1350.0,0.0,0.0,2.0,1.0,2.12
0.0,106.0,2.0,2.0,1.0,3.0,587.0,0.0,0.0,0.0,1.0,0.25
0.0,85.0,3.0,3.0,4.0,3.0,1957.0,1.0,0.0,2.0,0.0,1.39
0.0,106.0,3.0,3.0,3.0,1.0,2444.0,1.0,0.0,0.0,1.0,1.35
1.0,82.0,2.0,3.0,1.0,3.0,450.0,0.0,0.0,0.0,1.0,0.32
0.0,93.0,3.0,3.0,2.0,1.0,1581.0,0.0,0.0,0.0,2.0,1.25
1.0,10.0,6.0,4.0,2.0,0.0,2700.0,0.0,0.0,0.0,1.0,3.08
0.0,88.0,4.0,4.0,4.0,1.0,1898.0,0.0,0.0,0.0,2.0,1.05
1.0,4.0,3.0,2.0,1.0,2.0,1185.51,0.0,0.0,0.0,1.0,1.2
0.0,63.0,3.0,3.0,4.0,1.0,3080.0,0.0,0.0,0.0,1.0,3.4
1.0,71.0,4.0,5.0,0.0,2.0,330.0,0.0,0.0,0.0,2.0,1.35
1.0,47.0,2.0,6.0,4.0,0.0,1467.0,0.0,0.0,2.0,2.0,3.75
0.0,5.0,5.0,6.0,4.0,4.0,3799.0,0.0,0.0,2.0,2.0,6.3
0.0,68.0,2.0,2.0,2.0,3.0,778.0,0.0,0.0,0.0,1.0,0.56
0.0,70.0,3.0,2.0,3.0,3.0,1473.0,0.0,0.0,0.0,2.0,0.9
0.0,28.0,1.0,1.0,1.0,2.0,996.0,0.0,0.0,2.0,1.0,1.0
0.0,3.0,2.0,2.0,3.0,3.0,1611.0,0.0,0.0,0.0,0.0,0.85
0.0,17.0,3.0,4.0,4.0,2.0,1956.0,0.0,0.0,0.0,2.0,2.2
0.0,1.0,3.0,4.0,4.0,3.0,1759.0,1.0,0.0,0.0,0.0,1.82
0.0,11.0,5.0,5.0,2.0,3.0,3500.0,1.0,0.0,0.0,2.0,4.1
0.0,106.0,2.0,2.0,2.0,3.0,939.0,0.0,0.0,0.0,2.0,0.54
0.0,77.0,2.0,2.0,4.0,3.0,1300.0,0.0,0.0,0.0,0.0,1.55
1.0,27.0,5.0,5.0,3.0,2.0,4518.0,1.0,1.0,2.0,1.0,13.5
0.0,99.0,1.0,1.0,1.0,3.0,407.0,0.0,0.0,0.0,1.0,0.2
0.0,65.0,4.0,4.0,4.0,3.0,2194.0,1.0,0.0,1.0,2.0,2.77
0.0,70.0,3.0,3.0,3.0,3.0,1641.0,0.0,0.0,0.0,0.0,2.07
0.0,97.0,3.0,3.0,3.0,3.0,1700.0,1.0,0.0,0.0,2.0,0.72
0.0,6.0,3.0,3.0,3.0,3.0,1760.0,0.0,0.0,0.0,2.0,1.32
1.0,39.0,3.0,3.0,0.0,0.0,1130.0,0.0,0.0,0.0,1.0,0.85
1.0,71.0,4.0,4.0,2.0,2.0,345.0,0.0,1.0,0.0,2.0,2.43
0.0,5.0,4.0,3.0,3.0,2.0,1678.0,1.0,0.0,0.0,0.0,1.35
0.0,99.0,3.0,2.0,2.0,1.0,761.0,0.0,0.0,0.0,2.0,0.4
0.0,46.0,5.0,6.0,4.0,3.0,7444.0,1.0,0.0,1.0,0.0,15.0
0.0,7.0,2.0,3.0,3.0,3.0,978.23,0.0,0.0,0.0,2.0,0.98
0.0,3.0,3.0,2.0,4.0,3.0,1607.0,0.0,0.0,2.0,0.0,1.2
0.0,21.0,3.0,3.0,4.0,2.0,1612.0,0.0,0.0,1.0,2.0,1.4
0.0,70.0,3.0,3.0,1.0,3.0,1420.0,0.0,0.0,0.0,0.0,1.4
0.0,33.0,3.0,2.0,3.0,4.0,979.0,0.0,0.0,0.0,2.0,0.72
1.0,32.0,4.0,4.0,4.0,2.0,7000.0,1.0,1.0,0.0,1.0,8.0
1.0,8.0,5.0,6.0,4.0,3.0,3600.0,1.0,1.0,2.0,1.0,9.4
0.0,72.0,4.0,4.0,4.0,0.0,2667.0,1.0,0.0,2.0,2.0,2.35
0.0,95.0,4.0,4.0,4.0,3.0,2513.0,1.0,1.0,2.0,0.0,1.9
0.0,69.0,2.0,2.0,2.0,1.0,1460.0,0.0,0.0,0.0,2.0,1.32
0.0,68.0,2.0,2.0,2.0,3.0,1500.0,0.0,1.0,2.0,2.0,1.5
0.0,69.0,4.0,4.0,3.0,1.0,1811.0,0.0,0.0,0.0,1.0,1.7
1.0,59.0,2.0,2.0,0.0,0.0,1222.0,0.0,0.0,0.0,2.0,0.85
0.0,65.0,3.0,4.0,3.0,3.0,1833.0,1.0,1.0,1.0,2.0,2.3
0.0,85.0,3.0,3.0,3.0,3.0,2000.0,1.0,0.0,2.0,0.0,1.37
0.0,42.0,3.0,2.0,3.0,2.0,1676.0,0.0,0.0,0.0,2.0,2.5
0.0,99.0,3.0,2.0,2.0,1.0,811.0,0.0,0.0,2.0,0.0,0.55
1.0,8.0,4.0,4.0,4.0,3.0,5400.0,1.0,0.0,0.0,2.0,5.7
1.0,29.0,1.0,1.0,1.0,3.0,480.0,0.0,0.0,0.0,1.0,0.37
1.0,55.0,4.0,4.0,4.0,3.0,1503.0,0.0,0.0,2.0,1.0,4.0
0.0,93.0,3.0,3.0,3.0,4.0,1064.0,0.0,1.0,0.0,2.0,1.2
0.0,5.0,4.0,5.0,4.0,3.0,1535.0,1.0,0.0,0.0,0.0,1.32
1.0,67.0,4.0,4.0,0.0,0.0,2800.0,0.0,0.0,0.0,2.0,3.0
0.0,12.0,3.0,4.0,4.0,3.0,2006.0,1.0,1.0,0.0,0.0,2.65
0.0,104.0,3.0,3.0,3.0,1.0,1589.0,0.0,0.0,2.0,1.0,1.53
0.0,97.0,3.0,2.0,2.0,1.0,1176.0,0.0,0.0,0.0,0.0,0.79
0.0,90.0,2.0,2.0,2.0,3.0,668.0,0.0,0.0,2.0,2.0,0.44
0.0,62.0,3.0,3.0,3.0,1.0,2345.0,1.0,0.0,2.0,0.0,4.0
0.0,61.0,3.0,3.0,2.0,1.0,1403.0,0.0,0.0,0.0,2.0,2.24
1.0,43.0,5.0,4.0,2.0,0.0,3240.0,1.0,0.0,2.0,1.0,8.5
0.0,3.0,3.0,4.0,4.0,3.0,2000.0,1.0,0.0,0.0,2.0,1.83
0.0,84.0,2.0,2.0,2.0,3.0,664.0,0.0,1.0,2.0,2.0,0.45
0.0,67.0,4.0,4.0,4.0,3.0,3160.0,1.0,0.0,2.0,1.0,4.5
0.0,81.0,3.0,4.0,4.0,1.0,1659.0,1.0,0.0,0.0,2.0,1.95
0.0,69.0,3.0,2.0,4.0,1.0,1366.0,0.0,0.0,0.0,2.0,1.45
0.0,97.0,2.0,2.0,3.0,4.0,846.0,0.0,0.0,0.0,1.0,0.78
0.0,81.0,2.0,2.0,3.0,1.0,1700.0,0.0,0.0,1.0,2.0,0.83
0.0,6.0,1.0,1.0,0.0,3.0,318.0,0.0,0.0,0.0,1.0,0.25
0.0,7.0,3.0,2.0,4.0,3.0,1550.0,1.0,0.0,2.0,0.0,1.2
0.0,100.0,3.0,4.0,3.0,1.0,2518.0,1.0,0.0,2.0,1.0,2.45
0.0,3.0,1.0,2.0,2.0,1.0,335.0,0.0,0.0,0.0,1.0,0.22
0.0,61.0,4.0,4.0,3.0,0.0,2582.0,1.0,0.0,2.0,2.0,3.6
1.0,49.0,4.0,5.0,2.0,0.0,4000.0,1.0,0.0,2.0,2.0,10.45
0.0,1.0,2.0,2.0,2.0,3.0,915.0,0.0,0.0,0.0,0.0,0.95
1.0,29.0,5.0,3.0,0.0,0.0,1755.0,0.0,0.0,0.0,1.0,0.68
0.0,39.0,2.0,2.0,1.0,3.0,833.0,0.0,0.0,2.0,2.0,0.42
0.0,97.0,3.0,3.0,2.0,3.0,1574.0,0.0,0.0,0.0,2.0,0.65
0.0,11.0,5.0,5.0,4.0,3.0,3514.0,1.0,0.0,0.0,2.0,4.25
0.0,99.0,3.0,4.0,4.0,1.0,1965.0,1.0,0.0,0.0,2.0,2.0
1.0,29.0,1.0,1.0,0.0,0.0,3800.0,0.0,0.0,0.0,1.0,3.5
0.0,58.0,3.0,1.0,0.0,4.0,2295.0,0.0,0.0,0.0,1.0,3.9
0.0,95.0,3.0,4.0,3.0,3.0,1766.0,1.0,0.0,0.0,2.0,0.9
0.0,60.0,3.0,3.0,3.0,3.0,2400.0,1.0,0.0,2.0,1.0,2.82
0.0,77.0,3.0,3.0,3.0,3.0,1900.0,0.0,0.0,0.0,2.0,2.25
1.0,27.0,7.0,9.0,4.0,3.0,11111.0,1.0,1.0,2.0,2.0,18.25
0.0,74.0,1.0,1.0,1.0,0.0,869.0,0.0,0.0,0.0,2.0,1.0
1.0,44.0,5.0,4.0,4.0,0.0,1449.0,1.0,0.0,2.0,2.0,3.55
0.0,36.0,2.0,2.0,3.0,1.0,543.0,0.0,0.0,0.0,2.0,0.55
0.0,42.0,4.0,4.0,4.0,0.0,2801.0,0.0,0.0,0.0,0.0,5.8
0.0,65.0,3.0,3.0,4.0,3.0,2800.0,1.0,0.0,2.0,0.0,5.0
0.0,56.0,5.0,6.0,4.0,0.0,5010.0,1.0,0.0,2.0,0.0,5.5
0.0,104.0,4.0,4.0,4.0,1.0,4846.0,1.0,1.0,2.0,0.0,5.9
0.0,97.0,3.0,3.0,4.0,3.0,1523.0,0.0,0.0,0.0,0.0,0.82
0.0,81.0,3.0,4.0,4.0,3.0,2629.0,1.0,0.0,2.0,1.0,2.0
0.0,49.0,3.0,4.0,2.0,3.0,2700.0,1.0,0.0,2.0,0.0,2.6
0.0,84.0,2.0,2.0,3.0,1.0,1232.0,0.0,0.0,0.0,2.0,0.9
0.0,42.0,3.0,3.0,2.0,2.0,1528.0,0.0,1.0,2.0,1.0,2.35
0.0,95.0,2.0,2.0,3.0,1.0,1225.0,0.0,0.0,0.0,2.0,0.7
0.0,0.0,3.0,3.0,4.0,3.0,2083.0,1.0,0.0,0.0,2.0,0.85
0.0,65.0,3.0,3.0,3.0,3.0,1495.0,1.0,0.0,2.0,1.0,2.36
0.0,106.0,2.0,2.0,3.0,3.0,1404.0,0.0,0.0,0.0,2.0,0.72
0.0,51.0,1.0,1.0,0.0,0.0,513.0,0.0,0.0,2.0,1.0,0.45
0.0,55.0,3.0,3.0,4.0,2.0,1450.0,0.0,0.0,0.0,1.0,1.37
0.0,93.0,2.0,2.0,2.0,4.0,804.0,0.0,0.0,0.0,1.0,0.95
0.0,90.0,2.0,2.0,1.0,1.0,557.0,0.0,0.0,0.0,2.0,0.43
