property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,floor_category,price
0.0,29.0,2.0,2.0,2.0,2.0,900.0,0.0,0.0,0.0,1.0,0.58
0.0,8.0,1.0,1.0,2.0,3.0,965.0,0.0,0.0,0.0,2.0,1.7
0.0,67.0,3.0,4.0,2.0,3.0,2200.0,1.0,0.0,2.0,0.0,3.05
0.0,88.0,4.0,4.0,4.0,3.0,1898.0,1.0,0.0,0.0,0.0,1.02
0.0,90.0,3.0,3.0,1.0,3.0,1750.0,0.0,0.0,2.0,0.0,1.58
0.0,104.0,2.0,2.0,1.0,2.0,1028.0,0.0,0.0,2.0,0.0,0.56
0.0,3.0,1.0,1.0,1.0,3.0,301.0,0.0,0.0,0.0,2.0,0.2
0.0,30.0,3.0,5.0,4.0,2.0,2367.0,1.0,0.0,2.0,0.0,3.55
0.0,7.0,3.0,3.0,2.0,3.0,1711.0,0.0,0.0,0.0,2.0,2.6
0.0,13.0,3.0,3.0,2.0,3.0,2600.0,0.0,0.0,2.0,1.0,3.0
0.0,39.0,2.0,2.0,1.0,3.0,1000.0,0.0,0.0,2.0,1.0,0.46
1.0,8.0,5.0,5.0,4.0,3.0,3600.0,1.0,1.0,0.0,1.0,9.5
0.0,78.0,2.0,2.0,1.0,4.0,844.0,0.0,0.0,0.0,2.0,0.5
0.0,106.0,2.0,2.0,3.0,3.0,1096.0,0.0,0.0,0.0,2.0,0.72
1.0,21.0,9.0,9.0,4.0,0.0,2430.0,0.0,0.0,2.0,2.0,5.7
0.0,54.0,3.0,3.0,2.0,0.0,1700.0,0.0,0.0,2.0,2.0,1.44
0.0,49.0,3.0,3.0,3.0,3.0,1896.0,0.0,0.0,2.0,0.0,2.5
0.0,70.0,2.0,1.0,1.0,3.0,667.0,0.0,0.0,0.0,0.0,0.6
0.0,84.0,2.0,2.0,3.0,3.0,1300.0,0.0,0.0,2.0,2.0,0.87
0.0,69.0,2.0,2.0,3.0,1.0,1311.0,0.0,0.0,0.0,0.0,1.0
0.0,89.0,2.0,2.0,3.0,3.0,1475.0,0.0,0.0,0.0,2.0,1.09
0.0,70.0,4.0,4.0,1.0,3.0,1784.0,0.0,0.0,0.0,0.0,1.72
0.0,86.0,2.0,2.0,2.0,3.0,1000.0,0.0,0.0,0.0,1.0,0.75
0.0,80.0,3.0,3.0,2.0,4.0,2813.0,1.0,0.0,0.0,0.0,4.75
1.0,41.0,9.0,8.0,3.0,2.0,2475.0,1.0,0.0,2.0,2.0,7.25
1.0,16.0,2.0,7.0,3.0,0.0,1300.0,0.0,0.0,0.0,2.0,1.5
1.0,29.0,2.0,2.0,1.0,0.0,810.0,0.0,0.0,0.0,1.0,0.55
0.0,35.0,2.0,3.0,4.0,4.0,1300.0,0.0,0.0,0.0,0.0,0.7
1.0,66.0,5.0,6.0,4.0,1.0,3240.0,1.0,1.0,2.0,1.0,11.0
0.0,72.0,3.0,5.0,3.0,3.0,1528.0,1.0,0.0,0.0,2.0,1.6
0.0,66.0,3.0,4.0,2.0,3.0,1850.0,1.0,0.0,2.0,2.0,1.9
0.0,90.0,2.0,2.0,1.0,1.0,557.0,0.0,0.0,0.0,2.0,0.43
1.0,8.0,4.0,5.0,3.0,0.0,6228.0,0.0,0.0,0.0,1.0,6.0
1.0,71.0,5.0,3.0,0.0,2.0,148.0,0.0,0.0,0.0,1.0,2.25
0.0,3.0,4.0,4.0,4.0,3.0,2853.0,1.0,0.0,0.0,0.0,2.6
0.0,35.0,3.0,3.0,3.0,3.0,1435.0,0.0,0.0,0.0,2.0,0.9
1.0,8.0,7.0,5.0,4.0,3.0,4500.0,1.0,0.0,0.0,2.0,11.3
1.0,90.0,4.0,4.0,4.0,0.0,3400.0,1.0,1.0,2.0,2.0,2.5
0.0,66.0,3.0,3.0,2.0,3.0,1950.0,1.0,0.0,0.0,0.0,3.0
1.0,24.0,4.0,4.0,3.0,3.0,2500.0,1.0,0.0,2.0,1.0,2.9
0.0,32.0,3.0,3.0,3.0,4.0,2218.0,1.0,0.0,0.0,1.0,1.65
0.0,81.0,2.0,2.0,3.0,1.0,1386.0,0.0,0.0,0.0,2.0,0.95
0.0,73.0,2.0,2.0,2.0,3.0,1262.0,0.0,0.0,0.0,0.0,1.4
0.0,89.0,3.0,4.0,3.0,0.0,1467.0,1.0,0.0,1.0,2.0,1.1
0.0,105.0,3.0,2.0,2.0,0.0,1509.0,0.0,0.0,0.0,2.0,0.85
0.0,93.0,3.0,2.0,0.0,1.0,1423.0,0.0,0.0,0.0,2.0,1.71
0.0,3.0,3.0,2.0,2.0,1.0,1094.0,0.0,0.0,0.0,0.0,1.35
0.0,2.0,2.0,2.0,2.0,3.0,1223.0,0.0,0.0,0.0,1.0,0.9
0.0,32.0,2.0,2.0,4.0,4.0,1255.0,0.0,0.0,0.0,2.0,0.95
0.0,89.0,3.0,4.0,3.0,3.0,2399.0,0.0,1.0,0.0,0.0,1.98
0.0,60.0,2.0,3.0,2.0,3.0,1404.0,0.0,0.0,0.0,2.0,2.5
0.0,79.0,2.0,2.0,2.0,3.0,1126.0,0.0,0.0,0.0,1.0,0.99
1.0,21.0,6.0,4.0,4.0,2.0,1557.0,0.0,0.0,2.0,2.0,3.0
0.0,106.0,2.0,2.0,2.0,1.0,616.0,0.0,0.0,0.0,0.0,0.35
0.0,84.0,3.0,4.0,4.0,3.0,1854.0,1.0,0.0,2.0,0.0,2.3
1.0,0.0,6.0,7.0,0.0,0.0,4500.0,0.0,0.0,0.0,2.0,4.75
1.0,45.0,2.0,6.0,4.0,0.0,1728.0,0.0,0.0,1.0,2.0,4.6
0.0,87.0,3.0,3.0,3.0,3.0,1583.0,1.0,0.0,1.0,0.0,1.4
0.0,90.0,3.0,3.0,3.0,4.0,1716.0,1.0,0.0,0.0,2.0,1.05
0.0,32.0,2.0,2.0,2.0,4.0,623.0,0.0,0.0,0.0,2.0,0.4
0.0,81.0,2.0,2.0,2.0,3.0,1556.0,1.0,1.0,1.0,2.0,1.4
0.0,89.0,2.0,2.0,3.0,3.0,1486.0,0.0,0.0,0.0,0.0,1.05
0.0,67.0,3.0,4.0,3.0,3.0,2123.0,1.0,0.0,2.0,0.0,3.4
1.0,54.0,4.0,4.0,4.0,2.0,1449.0,0.0,0.0,2.0,1.0,3.55
0.0,35.0,3.0,3.0,4.0,4.0,1698.0,0.0,0.0,0.0,2.0,1.0
1.0,42.0,6.0,6.0,3.0,3.0,1935.0,1.0,0.0,2.0,1.0,5.8
0.0,106.0,2.0,2.0,1.0,1.0,590.0,0.0,0.0,0.0,0.0,0.42
0.0,97.0,3.0,4.0,4.0,3.0,1805.0,1.0,0.0,2.0,0.0,1.68
0.0,104.0,4.0,4.0,4.0,2.0,2013.0,1.0,0.0,0.0,2.0,1.5
0.0,72.0,3.0,5.0,3.0,3.0,1528.0,1.0,0.0,0.0,2.0,1.65
0.0,90.0,2.0,2.0,2.0,2.0,573.0,0.0,0.0,0.0,2.0,0.5
0.0,70.0,4.0,4.0,2.0,1.0,1821.0,0.0,0.0,0.0,2.0,1.7
0.0,95.0,2.0,2.0,3.0,1.0,1225.0,0.0,0.0,0.0,2.0,0.7
0.0,87.0,3.0,3.0,1.0,0.0,1607.0,0.0,0.0,2.0,2.0,1.15
0.0,7.0,3.0,4.0,2.0,3.0,2003.0,0.0,0.0,0.0,0.0,2.95
0.0,69.0,2.0,2.0,2.0,3.0,1250.0,0.0,0.0,2.0,0.0,1.02
0.0,61.0,3.0,3.0,1.0,4.0,1549.0,0.0,0.0,0.0,1.0,2.5
0.0,29.0,2.0,2.0,2.0,4.0,1604.0,0.0,0.0,0.0,2.0,1.3
0.0,66.0,5.0,5.0,4.0,1.0,3324.0,1.0,0.0,0.0,0.0,4.5
0.0,36.0,4.0,3.0,3.0,3.0,1810.0,0.0,0.0,2.0,0.0,1.79
0.0,23.0,2.0,2.0,2.0,3.0,1200.0,0.0,0.0,1.0,2.0,2.4
0.0,29.0,3.0,2.0,1.0,3.0,1000.0,0.0,0.0,0.0,2.0,0.4
1.0,26.0,5.0,6.0,4.0,0.0,4518.0,1.0,1.0,0.0,2.0,15.5
0.0,72.0,3.0,5.0,3.0,3.0,2167.0,1.0,0.0,0.0,2.0,1.6
0.0,106.0,2.0,2.0,2.0,3.0,743.0,0.0,0.0,0.0,2.0,0.3
0.0,99.0,1.0,1.0,1.0,1.0,422.0,0.0,0.0,0.0,2.0,0.26
0.0,11.0,4.0,4.0,3.0,1.0,3350.0,0.0,0.0,0.0,0.0,4.0
0.0,65.0,2.0,2.0,2.0,3.0,1433.0,0.0,0.0,0.0,0.0,2.0
0.0,93.0,2.0,2.0,2.0,4.0,1103.0,0.0,0.0,0.0,2.0,1.05
0.0,23.0,4.0,6.0,4.0,1.0,2778.0,1.0,0.0,1.0,2.0,4.8
0.0,105.0,4.0,3.0,3.0,1.0,3111.0,1.0,0.0,0.0,2.0,1.65
0.0,2.0,4.0,6.0,4.0,3.0,2604.0,1.0,0.0,2.0,2.0,2.2
0.0,95.0,2.0,2.0,3.0,3.0,1050.0,0.0,0.0,0.0,2.0,0.65
0.0,49.0,3.0,3.0,3.0,0.0,2000.0,0.0,1.0,2.0,2.0,2.35
0.0,85.0,4.0,3.0,0.0,3.0,1800.0,0.0,0.0,0.0,1.0,1.45
1.0,41.0,7.0,7.0,4.0,0.0,2475.0,1.0,1.0,1.0,2.0,7.0
1.0,11.0,1.0,1.0,0.0,0.0,500.0,0.0,0.0,0.0,1.0,0.34
0.0,87.0,2.0,2.0,2.0,0.0,1196.0,0.0,1.0,0.0,2.0,0.8
0.0,36.0,4.0,3.0,3.0,4.0,1650.0,0.0,0.0,0.0,2.0,1.95
0.0,85.0,2.0,2.0,2.0,3.0,1202.0,0.0,0.0,2.0,0.0,0.89
0.0,25.0,3.0,4.0,4.0,2.0,3203.0,1.0,0.0,2.0,2.0,4.25
0.0,97.0,4.0,4.0,4.0,3.0,1734.0,0.0,0.0,0.0,2.0,0.75
0.0,70.0,4.0,5.0,4.0,3.0,2913.0,0.0,0.0,0.0,0.0,3.25
0.0,81.0,2.0,2.0,2.0,1.0,1688.0,0.0,0.0,0.0,0.0,0.8
0.0,85.0,2.0,2.0,2.0,3.0,1295.0,0.0,0.0,0.0,2.0,0.85
1.0,67.0,3.0,3.0,3.0,0.0,278.0,0.0,0.0,0.0,1.0,1.85
1.0,21.0,3.0,3.0,2.0,2.0,594.0,0.0,0.0,2.0,1.0,1.15
1.0,27.0,6.0,6.0,2.0,2.0,4518.0,1.0,0.0,2.0,2.0,18.0
1.0,71.0,2.0,4.0,2.0,2.0,1072.0,0.0,0.0,0.0,2.0,1.2
0.0,89.0,2.0,2.0,4.0,3.0,1426.0,0.0,1.0,0.0,0.0,1.25
0.0,8.0,3.0,4.0,4.0,3.0,1797.0,1.0,0.0,0.0,2.0,1.5
0.0,61.0,2.0,2.0,2.0,4.0,1150.0,0.0,0.0,0.0,1.0,1.41
0.0,84.0,4.0,6.0,4.0,3.0,3804.0,1.0,0.0,2.0,0.0,4.5
0.0,97.0,4.0,4.0,2.0,1.0,1893.0,1.0,0.0,0.0,0.0,1.08
0.0,3.0,3.0,4.0,4.0,3.0,2037.0,1.0,0.0,2.0,0.0,1.75
0.0,106.0,2.0,2.0,3.0,1.0,913.0,0.0,0.0,0.0,2.0,0.56
0.0,65.0,3.0,3.0,2.0,4.0,1656.0,0.0,0.0,0.0,2.0,2.44
1.0,37.0,3.0,2.0,3.0,0.0,1458.0,0.0,1.0,2.0,1.0,3.5
0.0,8.0,3.0,4.0,4.0,3.0,1947.0,1.0,0.0,0.0,1.0,1.75
0.0,70.0,4.0,4.0,2.0,3.0,1890.0,0.0,0.0,0.0,1.0,2.0
1.0,39.0,3.0,2.0,1.0,1.0,684.0,0.0,0.0,0.0,1.0,0.7
0.0,105.0,3.0,4.0,0.0,1.0,2480.0,0.0,0.0,0.0,2.0,1.0
0.0,99.0,1.0,1.0,1.0,1.0,344.0,0.0,0.0,0.0,2.0,0.25
1.0,54.0,2.0,9.0,4.0,1.0,1125.0,0.0,0.0,2.0,2.0,5.0
0.0,6.0,2.0,2.0,2.0,3.0,543.0,0.0,0.0,0.0,1.0,0.28
0.0,32.0,2.0,2.0,2.0,4.0,1492.0,0.0,0.0,0.0,1.0,1.2
0.0,89.0,2.0,2.0,3.0,3.0,1400.0,0.0,0.0,0.0,0.0,1.4
0.0,72.0,6.0,7.0,4.0,3.0,5333.0,1.0,0.0,0.0,1.0,5.0
0.0,66.0,3.0,4.0,4.0,0.0,2200.0,1.0,0.0,2.0,1.0,3.98
0.0,81.0,2.0,2.0,3.0,3.0,1424.0,0.0,0.0,0.0,1.0,1.34
0.0,89.0,2.0,2.0,2.0,3.0,1822.0,1.0,0.0,0.0,2.0,1.31
0.0,81.0,3.0,3.0,2.0,3.0,1363.0,0.0,0.0,0.0,2.0,1.35
0.0,33.0,3.0,2.0,3.0,1.0,1122.0,0.0,0.0,0.0,1.0,1.0
0.0,84.0,4.0,4.0,4.0,0.0,2529.0,1.0,0.0,0.0,0.0,3.45
0.0,87.0,3.0,3.0,2.0,3.0,1572.0,0.0,0.0,0.0,0.0,1.08
0.0,101.0,3.0,5.0,3.0,3.0,1809.0,1.0,0.0,0.0,2.0,1.23
0.0,88.0,3.0,3.0,4.0,1.0,1562.0,0.0,0.0,0.0,2.0,0.84
0.0,65.0,4.0,4.0,4.0,3.0,1975.0,1.0,0.0,2.0,1.0,2.85
0.0,66.0,3.0,4.0,3.0,3.0,2150.0,1.0,0.0,0.0,2.0,3.5
0.0,1.0,2.0,2.0,3.0,3.0,1101.0,0.0,0.0,2.0,2.0,1.26
1.0,42.0,4.0,4.0,4.0,0.0,540.0,1.0,0.0,1.0,2.0,2.45
0.0,42.0,3.0,3.0,2.0,0.0,1274.0,0.0,0.0,0.0,2.0,2.0
0.0,92.0,2.0,2.0,2.0,3.0,1300.0,0.0,0.0,0.0,2.0,0.92
0.0,7.0,4.0,5.0,3.0,1.0,2343.0,1.0,0.0,1.0,0.0,4.1
1.0,42.0,7.0,7.0,3.0,3.0,963.0,0.0,0.0,2.0,2.0,2.5
0.0,102.0,4.0,4.0,4.0,2.0,2580.0,0.0,0.0,0.0,2.0,1.3
0.0,84.0,3.0,4.0,4.0,3.0,2280.0,1.0,0.0,2.0,2.0,2.3
1.0,49.0,3.0,4.0,2.0,0.0,3240.0,1.0,0.0,2.0,1.0,12.0
0.0,66.0,2.0,3.0,3.0,3.0,1330.0,1.0,0.0,2.0,1.0,1.5
1.0,71.0,2.0,1.0,1.0,1.0,450.0,0.0,0.0,0.0,2.0,0.95
0.0,72.0,2.0,2.0,3.0,3.0,1223.0,0.0,0.0,0.0,2.0,1.07
0.0,65.0,2.0,2.0,3.0,1.0,1016.0,0.0,0.0,0.0,2.0,2.1
0.0,105.0,4.0,4.0,4.0,0.0,2946.0,0.0,0.0,2.0,2.0,1.25
0.0,21.0,2.0,3.0,0.0,0.0,1000.0,0.0,0.0,0.0,1.0,1.0
0.0,15.0,3.0,3.0,2.0,3.0,996.0,0.0,0.0,2.0,1.0,0.53
0.0,1.0,2.0,2.0,3.0,3.0,1009.0,0.0,1.0,0.0,1.0,1.3
0.0,88.0,3.0,3.0,3.0,3.0,1653.0,0.0,0.0,0.0,1.0,0.92
0.0,5.0,3.0,4.0,4.0,3.0,1186.0,1.0,0.0,0.0,2.0,1.25
0.0,78.0,3.0,3.0,4.0,3.0,1599.0,0.0,0.0,2.0,2.0,1.05
1.0,67.0,6.0,7.0,4.0,0.0,3600.0,1.0,0.0,2.0,0.0,8.0
0.0,95.0,3.0,3.0,2.0,3.0,1563.0,0.0,0.0,0.0,0.0,1.19
0.0,35.0,3.0,4.0,3.0,3.0,1661.0,1.0,0.0,0.0,2.0,0.99
1.0,46.0,4.0,4.0,3.0,0.0,2700.0,1.0,1.0,2.0,2.0,6.4
0.0,6.0,2.0,2.0,4.0,3.0,1237.0,0.0,0.0,0.0,2.0,0.82
1.0,42.0,4.0,4.0,2.0,2.0,1935.0,1.0,1.0,0.0,1.0,5.75
0.0,36.0,3.0,3.0,3.0,3.0,1700.0,0.0,0.0,0.0,2.0,1.1
0.0,88.0,3.0,3.0,2.0,3.0,1585.0,0.0,0.0,0.0,2.0,1.1
0.0,65.0,3.0,5.0,4.0,3.0,4271.0,1.0,0.0,1.0,1.0,6.15
0.0,68.0,2.0,2.0,1.0,1.0,657.0,0.0,0.0,0.0,0.0,0.7
0.0,32.0,2.0,2.0,3.0,4.0,1449.0,0.0,0.0,0.0,0.0,1.4
0.0,89.0,3.0,4.0,2.0,3.0,1900.0,1.0,0.0,2.0,2.0,1.25
0.0,97.0,3.0,4.0,4.0,3.0,1615.0,1.0,0.0,2.0,2.0,1.6
0.0,46.0,3.0,3.0,4.0,2.0,1895.0,0.0,0.0,2.0,2.0,1.6
0.0,1.0,2.0,2.0,2.0,4.0,829.0,0.0,0.0,0.0,2.0,1.35
1.0,59.0,3.0,3.0,2.0,0.0,600.0,0.0,0.0,0.0,1.0,0.5
1.0,32.0,5.0,6.0,3.0,1.0,4950.0,1.0,0.0,0.0,2.0,10.0
0.0,36.0,3.0,3.0,3.0,4.0,1535.0,0.0,0.0,0.0,1.0,1.36
0.0,1.0,3.0,4.0,4.0,1.0,1947.0,1.0,0.0,2.0,0.0,2.5
0.0,95.0,4.0,4.0,4.0,0.0,2470.0,0.0,0.0,0.0,2.0,1.65
0.0,91.0,2.0,2.0,3.0,3.0,1388.0,0.0,0.0,2.0,0.0,1.19
0.0,65.0,3.0,3.0,3.0,0.0,3029.0,1.0,0.0,2.0,0.0,6.1
0.0,8.0,3.0,3.0,4.0,0.0,2305.0,1.0,0.0,0.0,2.0,1.68
0.0,95.0,4.0,4.0,4.0,3.0,2006.0,0.0,0.0,0.0,2.0,1.75
0.0,89.0,2.0,2.0,2.0,3.0,1514.0,0.0,0.0,0.0,0.0,1.06
0.0,106.0,2.0,2.0,2.0,3.0,516.0,0.0,0.0,0.0,2.0,0.3
0.0,14.0,3.0,4.0,4.0,3.0,2217.0,1.0,0.0,2.0,2.0,2.7
0.0,75.0,3.0,3.0,3.0,0.0,2310.0,1.0,0.0,0.0,2.0,4.1
0.0,46.0,3.0,3.0,3.0,2.0,1700.0,0.0,0.0,2.0,0.0,1.6
0.0,104.0,4.0,5.0,4.0,1.0,5254.0,1.0,0.0,0.0,0.0,5.5
0.0,85.0,3.0,4.0,2.0,3.0,1621.0,1.0,0.0,0.0,0.0,0.97
0.0,84.0,4.0,4.0,4.0,1.0,3700.0,1.0,0.0,1.0,2.0,4.4
0.0,97.0,4.0,3.0,3.0,4.0,2040.0,1.0,0.0,0.0,2.0,1.07
0.0,14.0,5.0,4.0,4.0,1.0,2956.0,0.0,0.0,1.0,1.0,3.72
0.0,14.0,2.0,2.0,3.0,1.0,1350.0,0.0,0.0,0.0,2.0,1.38
0.0,70.0,3.0,3.0,2.0,3.0,1305.0,0.0,0.0,0.0,1.0,1.43
0.0,42.0,4.0,4.0,3.0,2.0,2570.0,1.0,0.0,0.0,2.0,5.25
0.0,87.0,3.0,2.0,2.0,0.0,1600.0,0.0,0.0,2.0,1.0,1.05
1.0,27.0,5.0,5.0,4.0,3.0,4518.0,1.0,0.0,1.0,1.0,13.5
1.0,39.0,2.0,3.0,2.0,2.0,540.0,0.0,0.0,0.0,2.0,0.5
1.0,2.0,4.0,3.0,4.0,4.0,4000.0,0.0,0.0,0.0,0.0,3.25
0.0,65.0,4.0,4.0,4.0,3.0,1975.0,1.0,0.0,0.0,1.0,3.0
0.0,5.0,3.0,4.0,4.0,3.0,1186.0,1.0,0.0,0.0,0.0,1.28
0.0,47.0,5.0,5.0,4.0,3.0,3727.0,1.0,0.0,0.0,0.0,4.79
0.0,5.0,3.0,3.0,0.0,3.0,2450.0,0.0,0.0,0.0,0.0,3.9
1.0,56.0,6.0,6.0,2.0,0.0,3450.0,1.0,1.0,1.0,2.0,3.65
0.0,32.0,2.0,2.0,4.0,4.0,1539.0,0.0,0.0,0.0,0.0,1.25
0.0,81.0,2.0,2.0,4.0,1.0,1173.0,0.0,0.0,0.0,1.0,0.78
0.0,47.0,5.0,5.0,4.0,0.0,3727.0,1.0,0.0,0.0,0.0,4.52
0.0,7.0,3.0,3.0,4.0,3.0,1750.0,1.0,0.0,2.0,2.0,1.55
0.0,29.0,2.0,2.0,1.0,2.0,722.0,0.0,0.0,2.0,1.0,0.5
0.0,75.0,4.0,4.0,4.0,1.0,4000.0,1.0,0.0,2.0,1.0,6.75
1.0,106.0,3.0,10.0,4.0,1.0,1065.0,0.0,0.0,0.0,2.0,0.95
0.0,89.0,3.0,4.0,3.0,3.0,2400.0,1.0,0.0,0.0,2.0,1.93
0.0,81.0,3.0,3.0,3.0,1.0,1650.0,1.0,0.0,0.0,2.0,1.85
0.0,87.0,5.0,7.0,4.0,3.0,3200.0,1.0,0.0,2.0,0.0,3.15
0.0,95.0,3.0,3.0,3.0,3.0,1604.0,0.0,0.0,2.0,2.0,1.26
0.0,72.0,2.0,2.0,3.0,3.0,1223.0,0.0,0.0,0.0,1.0,1.23
0.0,87.0,3.0,4.0,3.0,3.0,1552.0,1.0,1.0,2.0,2.0,1.8
0.0,67.0,3.0,4.0,4.0,3.0,2490.0,1.0,0.0,2.0,0.0,3.65
0.0,28.0,4.0,5.0,4.0,0.0,3409.0,1.0,0.0,2.0,2.0,5.5
0.0,70.0,2.0,2.0,1.0,3.0,536.0,0.0,0.0,2.0,2.0,0.62
0.0,90.0,3.0,3.0,1.0,3.0,1747.0,0.0,0.0,0.0,0.0,1.6
0.0,70.0,3.0,2.0,2.0,0.0,1473.0,0.0,0.0,0.0,0.0,0.91
0.0,85.0,4.0,6.0,4.0,3.0,4429.0,1.0,0.0,2.0,0.0,3.0
1.0,21.0,3.0,3.0,2.0,2.0,1557.0,0.0,0.0,0.0,1.0,2.55
1.0,49.0,5.0,7.0,2.0,0.0,7000.0,1.0,0.0,1.0,2.0,10.0
0.0,99.0,1.0,1.0,1.0,1.0,308.0,0.0,0.0,0.0,1.0,0.22
0.0,97.0,4.0,3.0,2.0,3.0,2167.0,0.0,0.0,0.0,1.0,1.0
0.0,102.0,4.0,3.0,3.0,2.0,2007.0,1.0,0.0,0.0,1.0,1.25
0.0,33.0,2.0,2.0,3.0,1.0,654.0,0.0,0.0,0.0,2.0,0.41
0.0,72.0,4.0,5.0,4.0,3.0,2174.0,1.0,0.0,2.0,1.0,2.0
0.0,106.0,2.0,2.0,2.0,3.0,789.0,0.0,0.0,1.0,2.0,0.45
0.0,64.0,2.0,2.0,2.0,4.0,1372.0,0.0,0.0,0.0,2.0,1.4
1.0,28.0,6.0,7.0,4.0,0.0,3240.0,1.0,1.0,0.0,2.0,9.0
0.0,97.0,3.0,2.0,2.0,3.0,1473.0,0.0,0.0,0.0,2.0,0.8
0.0,32.0,2.0,2.0,3.0,4.0,85.0,0.0,0.0,0.0,2.0,1.08
0.0,8.0,3.0,3.0,4.0,3.0,2305.0,1.0,0.0,0.0,2.0,1.7
0.0,99.0,2.0,2.0,1.0,3.0,610.0,0.0,0.0,2.0,2.0,0.31
0.0,95.0,3.0,3.0,4.0,3.0,1573.0,0.0,0.0,0.0,0.0,1.2
0.0,84.0,3.0,3.0,4.0,3.0,1600.0,1.0,0.0,1.0,0.0,2.25
0.0,90.0,3.0,3.0,1.0,3.0,1747.0,0.0,0.0,2.0,2.0,1.72
0.0,35.0,3.0,3.0,3.0,4.0,1500.0,0.0,0.0,0.0,1.0,0.9
1.0,26.0,5.0,4.0,3.0,2.0,1350.0,1.0,0.0,0.0,2.0,4.35
0.0,11.0,4.0,4.0,3.0,1.0,3350.0,0.0,0.0,0.0,0.0,4.0
0.0,63.0,3.0,3.0,3.0,1.0,2000.0,0.0,0.0,0.0,2.0,3.0
0.0,89.0,2.0,2.0,3.0,3.0,1485.0,0.0,0.0,0.0,2.0,1.12
0.0,106.0,2.0,2.0,2.0,1.0,4986.0,0.0,0.0,0.0,2.0,2.6
0.0,87.0,3.0,3.0,3.0,3.0,1600.0,1.0,0.0,2.0,2.0,1.73
0.0,7.0,2.0,2.0,2.0,3.0,1505.0,0.0,0.0,0.0,0.0,0.7
0.0,2.0,3.0,4.0,4.0,3.0,1732.0,1.0,0.0,0.0,1.0,0.99
0.0,70.0,3.0,4.0,2.0,3.0,2056.0,0.0,0.0,2.0,1.0,1.75
0.0,93.0,2.0,2.0,0.0,1.0,1103.0,0.0,0.0,0.0,1.0,0.88
1.0,42.0,5.0,6.0,4.0,0.0,2700.0,1.0,1.0,2.0,2.0,8.25
0.0,74.0,4.0,4.0,3.0,0.0,1986.0,1.0,0.0,0.0,0.0,1.32
0.0,65.0,3.0,3.0,3.0,0.0,3029.0,1.0,0.0,2.0,0.0,6.15
0.0,90.0,4.0,4.0,4.0,0.0,2141.0,1.0,0.0,0.0,0.0,1.54
0.0,72.0,3.0,4.0,3.0,3.0,1528.0,1.0,0.0,2.0,2.0,1.65
0.0,32.0,2.0,2.0,2.0,4.0,85.0,0.0,0.0,0.0,2.0,1.31
1.0,25.0,4.0,4.0,4.0,3.0,1350.0,1.0,0.0,2.0,1.0,5.25
0.0,7.0,3.0,4.0,4.0,3.0,4600.0,0.0,0.0,0.0,0.0,2.15
0.0,12.0,4.0,5.0,4.0,3.0,2998.0,1.0,0.0,1.0,2.0,3.9
0.0,70.0,3.0,3.0,2.0,3.0,1429.0,0.0,0.0,2.0,1.0,1.46
0.0,14.0,3.0,3.0,3.0,1.0,2283.0,0.0,0.0,0.0,2.0,3.21
0.0,74.0,2.0,2.0,1.0,3.0,557.0,0.0,0.0,0.0,2.0,0.6
0.0,70.0,3.0,3.0,2.0,3.0,1393.0,0.0,0.0,2.0,0.0,1.31
0.0,60.0,3.0,3.0,3.0,3.0,2400.0,1.0,0.0,2.0,2.0,3.0
1.0,26.0,6.0,6.0,1.0,3.0,2844.0,0.0,1.0,2.0,2.0,10.85
0.0,85.0,2.0,2.0,4.0,3.0,1300.0,0.0,0.0,2.0,2.0,0.94
0.0,72.0,3.0,5.0,3.0,1.0,2167.0,0.0,0.0,0.0,1.0,1.8
0.0,32.0,3.0,3.0,3.0,4.0,589.0,0.0,0.0,0.0,1.0,1.4
0.0,46.0,4.0,4.0,4.0,0.0,3000.0,0.0,0.0,0.0,1.0,3.45
1.0,39.0,4.0,4.0,4.0,2.0,1800.0,0.0,0.0,0.0,1.0,1.1
0.0,106.0,2.0,2.0,1.0,1.0,615.0,0.0,0.0,0.0,2.0,0.4
0.0,70.0,3.0,3.0,1.0,3.0,1292.0,0.0,0.0,0.0,0.0,1.36
1.0,102.0,9.0,9.0,4.0,3.0,3150.0,0.0,0.0,2.0,2.0,4.5
0.0,65.0,2.0,2.0,2.0,3.0,1358.0,0.0,0.0,0.0,0.0,1.9
0.0,89.0,3.0,4.0,4.0,3.0,2398.0,1.0,0.0,2.0,0.0,1.99
0.0,1.0,2.0,2.0,3.0,3.0,1239.0,0.0,0.0,0.0,1.0,1.41
1.0,75.0,5.0,5.0,4.0,3.0,3653.0,0.0,0.0,0.0,0.0,3.1
0.0,73.0,2.0,2.0,4.0,1.0,1313.0,0.0,0.0,0.0,2.0,1.1
0.0,101.0,2.0,2.0,1.0,3.0,538.0,0.0,0.0,0.0,2.0,0.27
0.0,106.0,2.0,2.0,2.0,4.0,1350.0,0.0,0.0,0.0,2.0,0.69
0.0,21.0,4.0,4.0,4.0,1.0,5000.0,0.0,0.0,0.0,1.0,3.35
0.0,95.0,3.0,3.0,4.0,3.0,1500.0,0.0,0.0,0.0,1.0,1.27
0.0,0.0,3.0,3.0,4.0,0.0,1947.0,1.0,0.0,0.0,2.0,0.85
