property_name,property_type,link,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,agePossession,description,property_id,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
2 BHK Flat in Sector 69 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tulip-lemon-sector-69-gurgaon-526-sq-ft-spid-U70031524,sector 69,tulip lemon,0.6,11407.0,2.0,1.0,1,not available,11.0,Relatively New,Best in class property available at sector 69 location in gurgaon,U70031524,584.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Bedroom House for sale in Sector 10A Gurgaon,house,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-10-a-gurgaon-900-sq-ft-spid-G69173270,sector 10a,independent,1.7,18889.0,2.0,1.0,2,others,2.0,Old Property,"Beautifully located, park facing and east facing, 2.5 floor constructed on 100 sq yard plot.
Available for sale.",G69173270,900.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 65 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-B69883722,sector 65,emaar mgf emerald floors premier,2.35,14242.0,3.0,3.0,3,"study room,servant room",3.0,Relatively New,"Emaar mgf emerald floors premier is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 65 gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. The flat occupies a carpet area of 1650 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 3rd floor of a 5 floors tall building. This is a ready to move project and the property is 1-5 years old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. All the modern amenities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and security personnel will make life easier for you. The project provides access to clean water through municipal corporation and borewell/tank supply.",B69883722,1833.0,1.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 56 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-professors-enclave-cghs-sector-56-gurgaon-2000-sq-ft-spid-U69431586,sector 56,professors enclave cghs,1.54,8324.0,3.0,3.0,2,"pooja room,servant room",6.0,Old Property,"This 3 bhk apartment is available for sale in professors enclave cghs, one of the most prominent projects for flats in sector 56 gurgaon. Constructed on a super built up area of 2000 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the 6th floor of a 9 floors tall building. An added advantage of this 10 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",U69431586,1920.0,0.0,1.0,0.0,1.0,0.0,2.0
3 Bedroom House for sale in Sector 103 Gurgaon,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-103-gurgaon-3534-sq-ft-spid-R68478332,sector 103,independent,2.25,6367.0,3.0,5.0,3+,not available,10.0,Relatively New,3bhk penthouse for resale in sector 103 sector 103,R68478332,3534.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Nirvana Country,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-close-north-nirvana-country-gurgaon-2605-sq-ft-spid-A70103770,sector 50,the close north,2.92,11209.0,3.0,3.0,3,servant room,10.0,Moderately Old,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in the close north that is situated in nirvana country, gurgaon. The flat is over 2605 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 18 floors in total and the flat for sale is located on the 10th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property.",A70103770,2600.0,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 92 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raheja-sampada-sector-92-gurgaon-1370-sq-ft-r1-spid-I56902148,sector 92,raheja sampada,0.9,6569.0,3.0,2.0,3,not available,11.0,Relatively New,"We are the proud owners of this 3 bhk apartment available in , sector-92 gurgaon, gurgaon. This unfurnished apartment it is a and the unit is located on 11th floor and has a super built-Up area of 1370 sq.Ft. It has vitrified flooring. It has 2 bathroom(s) and 3 balcony(s). The ownership is freehold type. It is positioned in a gated society and overlooks a 30.00 sq.Ft. Wide road. It offers an excellent view of the pool, park/garden and club. The apartment has 0 covered parking.",I56902148,1241.0,0.0,0.0,0.0,0.0,0.0,0.0
6 Bedroom House for sale in DLF Phase 2,house,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-1800-sq-ft-spid-S69218322,sector 25,independent,6.6,36667.0,6.0,7.0,3+,"study room,servant room",2.0,Moderately Old,"This 6 bhk house for sale in dlf phase 2, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. The property's proximity to landmarks like close to metro station, close to school, close to hospital and close to market makes it ideal property for families. The floor plan additionally contains 6 bedrooms, 7 bathrooms and more than 3 balconies. All in all, the independent house is spread over a super built up area of 200 sq.Yards. The owner of the house also gets 1 covered and 2 open parking slot(s) to park their car safely. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of  6.6 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park and security personnel. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the east direction.",S69218322,1800.0,1.0,1.0,0.0,0.0,0.0,2.0
3 Bedroom House for sale in Sector 57 Gurgaon,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ansal-florence-super-sector-57-gurgaon-1620-sq-ft-spid-N69415184,sector 57,ansal florence super,3.75,23148.0,3.0,4.0,3,"study room,servant room,store room",2.0,Moderately Old,"3 bhk old duplex villa name is florence villa for sale in sushant lok 2 sector 57, corner property with attached garden behind hong kong market",N69415184,1620.0,1.0,1.0,1.0,0.0,0.0,2.0
3 BHK Flat in Sector 56 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sagar-apartment-sector-56-gurgaon-2000-sq-ft-spid-K69831288,sector 56,sagar apartment,1.45,7250.0,3.0,3.0,3+,"pooja room,study room,servant room,others",7.0,Old Property,"Situated in sector 56 gurgaon, sagar apartment is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 2000 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 7th floor of a 8 floors tall building. As the project is already ready to move, so you can easily move into this 10+ years old property.",K69831288,1900.0,1.0,1.0,0.0,1.0,1.0,0.0
4 BHK Flat in Sector 48 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-3980-sq-ft-spid-Z69174760,sector 48,central park resorts,11.25,28266.0,4.0,5.0,3+,"pooja room,servant room",2.0,Relatively New,Park facing 4 bhk flat on 2nd floor with tastefully done interiors. The property is located in one of the most iconic society of gurgaon the central park and resorts.,Z69174760,4422.0,0.0,1.0,0.0,1.0,0.0,0.0
3 BHK Flat in Sector 69 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-1578-sq-ft-spid-B69392906,sector 69,tulip violet,1.7,10773.0,3.0,3.0,2,pooja room,0.0,Relatively New,"3 bhk on ground floor with extended balcony. Tulip violet is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 69 gurgaon is your opportunity to be a part of this community. The flat occupies a super built up area of 1578 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the ground floor of this 14 floors tall residential building. This is a ready to move project and the property is 1-5 years old.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",B69392906,1429.0,0.0,0.0,0.0,1.0,0.0,0.0
5 Bedroom House for sale in Sector 15 Gurgaon,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-15-part-2-rwa-sector-15-gurgaon-4518-sq-ft-spid-Z65087414,sector 15,sector 15 part 2 rwa,10.0,22222.0,5.0,5.0,2,not available,2.0,Old Property,"Gated community and near market,school and highway",Z65087414,4518.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 69 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-2087-sq-ft-spid-N69721252,sector 69,tulip violet,2.05,9951.0,4.0,4.0,2,not available,0.0,Relatively New,"Ground floor with extended balcony park facing this lovely 4 bhk apartment/flat in sector 69 gurgaon is available for sale in one of gurgaon's most popular projects, tulip violet. Containing 4 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 2010 sq.Ft. This flat is situated on the ground floor of this 14 floors tall residential building. This is a ready to move project and the property is 1-5 years old. Tulip violet is designed very well to provide modern facilities such as swimming pool, cctv surveillance, club house / community center, fitness centre / gym, park and lift(s).
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",N69721252,1890.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Bedroom House for sale in Ansal Plaza,house,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-ansal-plaza-gurgaon-2520-sq-ft-spid-K69472428,sector 23,independent,5.5,21825.0,8.0,8.0,2,"pooja room,study room,servant room",3.0,Moderately Old,"This home is situated in a prime and peaceful neighborhood, and is close to the market, mall and hospital.About locality -The locality is close to nh-48 thus having excellent connectivity with new delhi
Igi airport - 12 km (25 minutes)
Nearest metro stations -
1) mg road metro station - Yellow line - 6.5 km (15 minutes)
2) dwarka sector 21 metro station blue line - 7 km (15 minutes)
Dlf cyberhub and mgf metropolitan mall - 6.5 km (15 minutes)
Employment hubs of gurgaon - Udyog vihar and cyber city are also 4 km away (12-15 minutes)Nearby attractions - Sector 22 market, sector 23 market, ansal plaza mall, global foyer mall, palam vihar vyapar kendra, columbia asia hospital, metro hospital, sector 22 market, 24 seven store (Sec-22)Some major restaurants within 500m - Pizza hut, dominos, mcdonalds, om sweets, haldirams, barbeque nation, tossin pizza, subway, nirula's, baskin robbins, giani's, etc.",K69472428,2520.0,1.0,1.0,0.0,1.0,0.0,2.0
3 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-2598-sq-ft-spid-K68646072,sector 102,adani m2k oyster grande,2.35,8468.0,3.0,3.0,3,"study room,servant room",14.0,Relatively New,"This beautiful 3 bhk flat in sector 102 gurgaon is situated in adani m2k oyster grande, one of the popular residential society in gurgaon. This is a north-East-Facing property. The flat occupies a super built up area of 2598 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The flat has a total of 24 floors and this property is situated on 14th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. This residential property is situated near close to school, close to hospital, close to market and close to railway station. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. Municipal corporation provides a regular supply of water to this residential project.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",K68646072,2353.0,1.0,1.0,0.0,0.0,0.0,2.0
